"","study_order","ManiCheck","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"308","Exp1First",3,7,1,4,4,3,9,4,1,4,NA,NA,NA,4.375,4.08333333333333,2,4,4,50,4,"Non magnis malesuada ante! Ullamcorper. Ridiculus. Praesent facilisi nulla sed consequat praesent.","Platea euismod. Molestie dignissim urna nullam montes atque neque ut! Convallis? Consequat morbi amet.",4,3,2,"","","","","Dissonance_no_write",4,1,4
"309","Exp1First",3.33333333333333,8,2,9,9,2,7,NA,NA,NA,4,4,4,4.5,3.83333333333333,4.5,7,5,12,1,"Ridiculus lacus venenatis pharetra? Vitae sed phasellus. Nonummy? Duis egestas accumsan suscipit.","Ut est velit eleifend! Atque scelerisque euismod nunc dui ullamcorper. Natoque.",1,6,4,"","","","","Dissonance_no_write",4,4,4
"310","Exp1First",2.33333333333333,8,8,5,5,8,7,6,1,5,NA,NA,NA,4.4375,4.08333333333333,3.5,7,3,57,1,"Dignissim sollicitudin wisi sodales, tellus egestas velit enim sed urna elit tincidunt.","Rutrum vestibulum atque scelerisque commodo id tempus rutrum nulla. Sagittis.",6,3,1,"","","","","Dissonance_no_write",6,1,5
"311","Exp2First",2.33333333333333,4,6,3,7,6,2,5,9,4,NA,NA,NA,4,3.41666666666667,5.5,9,10,27,1,"Ipsum nullam. Malesuada turpis. Elementum tincidunt dui! Suspendisse. Dignissim. Ridiculus vel! Per.","Volutpat! Vulputate scelerisque? Est amet pharetra fermentum tortor amet! Pretium proin auctor eleifend primis eros.",5,3,3,"","","","","Dissonance_no_write",5,9,4
"312","Exp1First",3,9,5,2,1,2,8,8,3,4,NA,NA,NA,4.375,3.83333333333333,4.5,2,7,44,1,"Et vel velit vel massa, temporibus magnis. Nonummy? Ultricies curabitur natoque.","Amet aliquet risus, molestie turpis commodo turpis sit sagittis. Malesuada fusce accusamus.",3,6,7,"","","","","Dissonance_no_write",8,3,4
"313","Exp1First",3.66666666666667,6,8,9,5,1,4,7,1,1,NA,NA,NA,3.5625,3.91666666666667,4.5,5,5,82,2,"Viverra interdum natoque turpis. Vivamus mauris posuere. Ultrices fringilla at! Nec aliquam aenean suspendisse. Pretium.","Etiam potenti pede rhoncus! Orci, culpa tortor per potenti ultrices.",1,3,6,"","","","","Dissonance_no_write",7,1,1
"314","Exp1First",2.16666666666667,6,8,6,6,3,8,NA,NA,NA,6,5,7,4.0625,3.66666666666667,5.5,4,9,70,1,"Ligula tincidunt maecenas. Fermentum? Odio! Aenean molestie eleifend fringilla. Euismod id. Dolor potenti proin.","In malesuada rutrum? Vulputate risus id praesent dapibus, dolorem leo primis.",6,4,1,"","","","","Dissonance_no_write",6,5,7
"315","Exp1First",2.83333333333333,9,3,2,8,9,9,1,2,9,NA,NA,NA,4.125,3.5,2,4,9,22,1,"Consequat ultrices proin lacus, vivamus ultrices laoreet convallis. Primis molestie natoque elit non. Scelerisque.","Curabitur faucibus suscipit ultricies! Vivamus laoreet ridiculus! Augue sollicitudin nulla nec.",4,4,2,"","","","","Dissonance_no_write",1,2,9
"316","Exp1First",4.16666666666667,3,3,5,1,3,1,7,1,3,NA,NA,NA,4,4.25,6.5,8,6,35,4,"Massa sed pharetra augue. Temporibus porta molestie! Suscipit pharetra porta orci suspendisse id. Duis atque.","Montes potenti et consequat nulla odio eget vestibulum tellus tortor platea, ligula.",1,5,7,"","","","","Dissonance_no_write",7,1,3
"317","Exp1First",3.33333333333333,6,6,4,5,8,1,5,1,4,NA,NA,NA,3.625,3.16666666666667,6.5,7,9,33,4,"Magnis gravida scelerisque natoque donec potenti! Ab morbi accusamus, fermentum luctus. Maecenas magnis.","Orci et? Ultricies sit molestie wisi eros! Luctus facilisis wisi.",2,4,1,"","","","","Dissonance_no_write",5,1,4
"318","Exp2First",1.83333333333333,8,2,9,8,7,4,NA,NA,NA,8,5,7,4.6875,3.58333333333333,6,8,4,35,4,"Vulputate placerat pellentesque velit pede at quam mattis! Odio per posuere.","Culpa ridiculus commodo eget euismod fusce consequat primis placerat. Porta interdum consequat ac.",5,6,4,"","","","","Dissonance_no_write",8,5,7
"319","Exp2First",3.83333333333333,6,6,7,2,8,9,9,9,3,NA,NA,NA,4.125,3.5,3,5,4,10,2,"Convallis vivamus accumsan aliquet. Lectus aliquet posuere dignissim velit egestas.","Non amet eu arcu aliquam justo magnis purus, eros? Interdum. Auctor! Faucibus tincidunt dignissim.",1,2,2,"","","","","Dissonance_no_write",9,9,3
"320","Exp1First",2.5,9,7,6,2,3,1,NA,NA,NA,1,4,2,4.375,4,4.5,3,10,21,2,"Blandit, eu. Tellus quam neque pede dolor sed, ultricies eget vulputate faucibus magnis. Morbi.","Suscipit nunc, odio montes bibendum accumsan pharetra aliquam magnis faucibus.",2,6,3,"","","","","Dissonance_no_write",1,4,2
"321","Exp2First",4.5,2,6,8,3,6,9,NA,NA,NA,6,9,5,4.5,3.58333333333333,4,6,4,39,3,"Auctor phasellus culpa diam maecenas wisi elit turpis ridiculus ultricies! Tortor consectetuer.","Purus volutpat eleifend elementum eu gravida per ultrices felis in.",2,3,3,"","","","","Dissonance_no_write",6,9,5
"322","Exp1First",2.5,6,6,5,6,1,3,NA,NA,NA,2,5,7,4.1875,4,5.5,7,6,14,2,"Ac vulputate aliquet? Pede commodo ligula sem? Magnis praesent mattis! Pellentesque cras fringilla.","Id molestie. Lacus turpis, platea, pellentesque, mi eleifend accusamus risus porta mauris lacus diam commodo.",1,5,4,"","","","","Dissonance_no_write",2,5,7
"323","Exp1First",2.83333333333333,3,9,7,3,5,2,9,5,2,NA,NA,NA,4,4.16666666666667,2.5,5,9,5,4,"Commodo mauris auctor nulla ipsum, bibendum leo aenean! Ultricies justo nibh magnis.","Scelerisque! Nec, vestibulum. Dolor suspendisse felis arcu accusamus augue aliquet erat integer tincidunt morbi.",5,5,5,"","","","","Dissonance_no_write",9,5,2
"324","Exp1First",2.66666666666667,5,3,8,4,2,7,4,9,9,NA,NA,NA,3.5625,3.5,2.5,5,8,8,3,"Facilisis. Tempora! Phasellus. Dolorem purus ab est ultricies auctor ridiculus at.","Sit laoreet etiam maecenas. Cursus. Ullamcorper suscipit ab scelerisque aliquam.",6,7,6,"","","","","Dissonance_no_write",4,9,9
"325","Exp1First",2.16666666666667,7,8,4,8,7,2,NA,NA,NA,4,6,9,4.25,4,5,3,3,69,1,"Imperdiet quam turpis volutpat sollicitudin. In potenti dolor ac luctus. Dictumst.","Posuere placerat temporibus id erat? Mi elit massa nec massa? In vehicula tortor.",5,3,4,"","","","","Dissonance_no_write",4,6,9
"326","Exp2First",3,5,4,9,7,7,3,NA,NA,NA,1,7,7,3.4375,2.83333333333333,3.5,5,6,34,1,"Bibendum? Lectus augue mattis quis pellentesque scelerisque euismod interdum, leo ultricies.","Nulla, donec amet lacus lectus, dolor tempora sed proin in blandit proin.",6,3,1,"","","","","Dissonance_no_write",1,7,7
"327","Exp2First",2.33333333333333,5,5,8,8,9,7,NA,NA,NA,6,4,1,4.375,4.5,5.5,4,8,23,2,"Augue donec laoreet. Pede fusce bibendum arcu mauris, vel lacus, ipsum sem neque! Tempus mattis.","Consequat auctor posuere atque, justo facilisi turpis phasellus duis gravida vivamus. Primis. Orci imperdiet.",1,6,4,"","","","","Dissonance_no_write",6,4,1
"328","Exp1First",2.66666666666667,5,1,5,4,7,1,3,5,9,NA,NA,NA,4.25,3.91666666666667,2.5,5,2,25,1,"Nibh leo mattis felis nullam! Pharetra! Montes tempus, cras metus. Quis pharetra quam suspendisse ligula.","Sagittis amet sed dui lacus justo duis, placerat suspendisse lectus a. Mattis. Volutpat. Nec sollicitudin.",3,7,1,"","","","","Dissonance_no_write",3,5,9
"329","Exp2First",2.83333333333333,8,3,6,7,4,6,4,8,6,NA,NA,NA,3.4375,3.75,4,6,3,6,4,"Convallis fusce. Neque sem elit, vehicula felis in aliquam praesent donec consequat.","Lorem dapibus. Suscipit purus aenean sem. Fermentum est culpa vehicula dolorem ac rhoncus nulla.",1,6,1,"","","","","Dissonance_no_write",4,8,6
"330","Exp1First",2.5,1,4,7,1,4,6,NA,NA,NA,4,6,9,3.75,3.33333333333333,4,2,5,86,2,"Eleifend? Venenatis phasellus dignissim? Luctus aliquet nunc posuere porta ligula amet vestibulum! Odio.","Tempus. Bibendum! Lorem. Facilisis risus phasellus ut rutrum gravida molestie auctor! Potenti neque pretium.",5,7,4,"","","","","Dissonance_no_write",4,6,9
"331","Exp1First",2.66666666666667,3,5,1,4,2,7,1,7,1,NA,NA,NA,4.4375,2.83333333333333,6.5,3,3,24,3,"Eu nec laoreet montes at eros dui eu tortor tortor.","Tempus eu commodo ultrices sollicitudin etiam porttitor. In duis. Venenatis? At ridiculus ultrices.",2,6,5,"","","","","Dissonance_no_write",1,7,1
"332","Exp2First",2.5,2,4,2,6,4,9,NA,NA,NA,1,5,7,4.1875,4,2,7,3,45,3,"Scelerisque sem et. Dictumst porta. Ab culpa gravida pede tincidunt.","Gravida auctor! Ligula et rutrum dignissim at consectetuer arcu sapien eros morbi proin.",5,4,5,"","","","","Dissonance_no_write",1,5,7
"333","Exp2First",3.5,8,1,2,4,8,7,6,1,6,NA,NA,NA,4.0625,3.75,3,8,5,59,1,"Viverra tellus vivamus. Dictumst leo dolorem! Proin magna auctor orci malesuada ultrices.","Rutrum vivamus, placerat et accumsan sagittis! Sit. Consectetuer pharetra ut nec vehicula. Ligula sem risus.",1,2,1,"","","","","Dissonance_no_write",6,1,6
"334","Exp1First",3.33333333333333,5,3,6,8,4,9,NA,NA,NA,9,4,3,4.8125,3.83333333333333,1.5,6,6,43,3,"Nulla dolorem! Phasellus nullam id at ab volutpat. Cursus auctor tellus? Tempora accumsan.","Tellus dignissim, mi erat, interdum faucibus placerat ante aliquam at. Risus.",6,3,3,"","","","","Dissonance_no_write",9,4,3
"335","Exp2First",3,6,7,9,3,1,1,8,4,9,NA,NA,NA,4.6875,2.83333333333333,3.5,6,8,48,2,"Culpa fermentum praesent wisi massa urna eros quis. Atque donec ridiculus.","Magnis turpis lorem! Viverra nonummy. Sem augue placerat justo. Nonummy felis blandit montes.",1,7,7,"","","","","Dissonance_no_write",8,4,9
"336","Exp2First",4,3,2,8,3,4,3,NA,NA,NA,2,5,4,4.75,3.75,2,3,3,1,4,"Luctus nec nulla egestas risus sed. Pede rutrum nec. Auctor a neque accusamus wisi accumsan.","Primis lorem maecenas in primis sagittis! Sapien blandit. Dignissim est.",6,7,7,"","","","","Dissonance_no_write",2,5,4
"337","Exp1First",3.5,3,7,2,7,5,8,3,9,9,NA,NA,NA,4.0625,3.33333333333333,6,7,6,81,2,"Dolorem primis euismod? Culpa consectetuer. Ab? Nunc euismod wisi erat blandit mauris! Arcu blandit morbi.","Morbi dui morbi pede! Felis volutpat. Ultrices fringilla? Luctus iaculis? Nulla sed a.",2,4,6,"","","","","Dissonance_no_write",3,9,9
"338","Exp2First",2.16666666666667,2,9,1,3,1,8,NA,NA,NA,8,4,8,3.9375,3.91666666666667,4,7,9,86,1,"In tempus lectus porttitor accusamus turpis commodo duis! Tortor orci wisi.","Ultricies luctus. Pretium duis urna molestie nulla. Vehicula non aliquam gravida mauris.",5,5,5,"","","","","Dissonance_no_write",8,4,8
"339","Exp1First",2.5,8,1,9,4,7,4,NA,NA,NA,4,1,2,4.25,3.83333333333333,1.5,8,3,74,3,"Platea egestas, quam integer augue tempor cursus. Fusce. Vivamus est.","Porttitor? Nibh eros vehicula ac, turpis fermentum aenean laoreet, pretium.",6,5,5,"","","","","Dissonance_no_write",4,1,2
"340","Exp1First",3.16666666666667,6,5,2,5,9,7,5,1,3,NA,NA,NA,4.875,3.75,4,7,4,64,4,"Nullam leo! Ultricies! Ut lacus platea arcu. Massa eros ligula proin.","Enim commodo? Eget massa cras lectus fermentum integer volutpat nullam nunc. Placerat tellus pellentesque sapien.",4,6,6,"","","","","Dissonance_no_write",5,1,3
"341","Exp1First",4,9,8,6,6,8,6,NA,NA,NA,8,8,4,4.1875,3.91666666666667,2.5,5,8,11,3,"Mi! Lacus bibendum nec elementum, sem ultrices montes phasellus sapien eu praesent culpa.","Phasellus vel est ut curabitur aliquam enim nibh at! Pellentesque? Tempus.",2,3,4,"","","","","Dissonance_no_write",8,8,4
"342","Exp2First",3,8,1,8,9,9,2,4,9,1,NA,NA,NA,5,3.83333333333333,3.5,8,4,50,1,"Proin magna quam primis lectus dolor euismod magna tellus! Nullam.","Accumsan phasellus? Vehicula enim. Turpis per pretium! Vitae consequat vulputate.",5,4,7,"","","","","Dissonance_no_write",4,9,1
"343","Exp2First",2.66666666666667,7,4,3,9,4,5,6,7,1,NA,NA,NA,4.125,3.75,4,7,6,10,3,"Sodales interdum est egestas nullam sed. Auctor scelerisque donec ridiculus pharetra nulla nulla sem non.","At lectus proin duis primis malesuada orci nullam porta curabitur posuere.",5,7,4,"","","","","Dissonance_no_write",6,7,1
"344","Exp1First",3.83333333333333,7,1,4,5,2,4,NA,NA,NA,4,3,9,4.4375,3.91666666666667,5.5,6,5,95,3,"Molestie pede lectus egestas mattis potenti dapibus ultrices amet vehicula. Maecenas. Culpa ac. Iaculis dapibus.","Morbi proin id tempora id eget suscipit fringilla? Ligula posuere nullam? Vulputate.",5,3,3,"","","","","Dissonance_no_write",4,3,9
"345","Exp2First",3.33333333333333,4,7,1,4,8,1,5,8,8,NA,NA,NA,4.75,3.25,7,8,4,82,2,"Volutpat pede pellentesque id ultricies montes integer dolorem vivamus. Montes. Dapibus consectetuer tellus. A.","Temporibus quis turpis. Tincidunt lacus. Est aliquet culpa metus atque elementum ipsum? Turpis dapibus dolor.",6,7,1,"","","","","Dissonance_no_write",5,8,8
"346","Exp2First",3.33333333333333,2,5,6,5,3,6,NA,NA,NA,6,1,8,3.8125,4,1.5,6,8,6,3,"Fringilla lorem. Vestibulum imperdiet posuere vehicula. Cras sagittis purus. A. Velit? Volutpat.","Lacus? Faucibus magna potenti sodales odio? Pede accusamus vehicula praesent scelerisque laoreet fermentum.",2,4,6,"","","","","Dissonance_no_write",6,1,8
"347","Exp1First",2.16666666666667,6,5,7,5,4,7,4,6,4,NA,NA,NA,4.0625,3.5,4.5,6,9,76,2,"Sed turpis ab duis! Neque ut sit dolorem curabitur. Eleifend, sollicitudin potenti.","Aliquet at integer suspendisse velit cras eros? A. Vitae cras.",1,3,3,"","","","","Dissonance_no_write",4,6,4
"348","Exp2First",2.83333333333333,2,1,9,3,6,4,NA,NA,NA,4,5,9,4.625,4,3.5,10,3,79,4,"Metus aliquam? Duis risus! Potenti. Tellus! Dignissim praesent arcu ultricies magnis tellus lacus erat.","Convallis euismod placerat accusamus facilisi ullamcorper dapibus ipsum. Vulputate rutrum et maecenas.",1,7,5,"","","","","Dissonance_no_write",4,5,9
"349","Exp2First",3,4,8,8,2,6,6,NA,NA,NA,8,4,6,4.75,3.5,5,4,8,65,4,"Imperdiet luctus tempus id lacus! Leo justo? Mattis lorem venenatis pharetra elit bibendum.","Urna proin quis! Primis porttitor faucibus eleifend pretium dignissim sem nonummy ridiculus.",5,2,7,"","","","","Dissonance_no_write",8,4,6
"350","Exp1First",2.33333333333333,5,8,3,9,1,6,4,3,5,NA,NA,NA,4.125,3.5,3.5,4,6,84,4,"Consectetuer vitae placerat sagittis porta potenti cursus culpa sapien. Tincidunt nibh sodales.","Diam cursus. Elit. Culpa tempora gravida at augue porttitor, suspendisse pharetra.",6,2,7,"","","","","Dissonance_no_write",4,3,5
"351","Exp2First",3.5,8,5,3,6,6,3,3,3,6,NA,NA,NA,4.375,4,3.5,8,6,1,2,"Suscipit enim sem facilisi quis imperdiet iaculis quam tincidunt vulputate. Orci.","Nulla fermentum, proin aenean vehicula placerat dignissim malesuada nulla? Placerat? Eros.",5,5,7,"","","","","Dissonance_no_write",3,3,6
"352","Exp1First",2.83333333333333,2,7,2,7,2,6,5,1,6,NA,NA,NA,3.4375,3.58333333333333,6,7,3,34,1,"Integer, turpis ipsum accusamus nec, donec potenti molestie fringilla nullam magna. Augue.","Malesuada justo felis risus suspendisse. Wisi odio purus. Ullamcorper etiam phasellus! Curabitur.",4,6,5,"","","","","Dissonance_no_write",5,1,6
"353","Exp2First",2.83333333333333,5,5,9,8,2,4,NA,NA,NA,5,9,7,4.3125,3.33333333333333,4.5,12,6,18,3,"Elit nunc vulputate? Justo aliquet augue mi, interdum cras velit luctus et.","Sem natoque quis nec porta? Ridiculus in vulputate? Dignissim mattis dolorem eros.",5,1,3,"","","","","Dissonance_no_write",5,9,7
"354","Exp2First",2.33333333333333,9,1,9,5,3,1,NA,NA,NA,8,2,1,3.875,3.91666666666667,6.5,5,9,59,4,"Odio et metus aliquam sagittis? Risus ab turpis porta fermentum rhoncus. Cursus convallis faucibus. Suspendisse.","Dictumst at temporibus dolor. Velit eu aliquam, viverra duis! Ante nec velit pede! Dictumst.",1,7,2,"","","","","Dissonance_no_write",8,2,1
"355","Exp2First",3.66666666666667,8,4,1,9,2,6,6,8,6,NA,NA,NA,4.5,4.5,6,6,8,100,2,"Fermentum. Facilisi, et interdum proin. At. Facilisis aliquet pretium magna.","Sed! Montes vehicula est! Elit vestibulum euismod sagittis bibendum nonummy fringilla egestas in volutpat.",3,1,6,"","","","","Dissonance_no_write",6,8,6
"356","Exp2First",4.16666666666667,9,3,4,2,9,8,NA,NA,NA,5,7,8,4.0625,3.08333333333333,2.5,6,3,62,4,"Pharetra accumsan. Vel pretium lacus phasellus egestas mauris? Mi dictumst. Purus.","Morbi ut ridiculus elementum aliquam, eleifend placerat! Nunc, euismod etiam. Quis interdum sollicitudin rhoncus.",3,5,7,"","","","","Dissonance_no_write",5,7,8
"357","Exp1First",1.66666666666667,5,2,3,2,3,7,NA,NA,NA,8,2,8,4.125,4.16666666666667,4,6,8,4,1,"Nulla dolor nonummy id amet purus platea auctor iaculis! Sollicitudin cursus? Magna lectus ridiculus egestas.","Imperdiet scelerisque? Suspendisse sollicitudin volutpat sodales curabitur arcu dignissim gravida odio? Dui bibendum.",6,5,1,"","","","","Dissonance_no_write",8,2,8
"358","Exp1First",3.5,7,9,6,5,9,4,NA,NA,NA,9,3,4,4,3,4,5,6,26,4,"Aliquam quam auctor ac sapien? Dolor at potenti, vestibulum tempor.","Sit lectus tellus dui? Dolorem? Diam vehicula diam. Pharetra, accumsan quis bibendum mauris cras.",6,2,5,"","","","","Dissonance_no_write",9,3,4
"359","Exp2First",3.33333333333333,5,9,6,7,9,2,NA,NA,NA,5,2,2,4.4375,4.08333333333333,3.5,4,7,84,2,"Magnis, non lorem metus tempora eu sagittis. Quis eget eros at sit vel, metus.","Amet. Pede vulputate neque vivamus ipsum at. Pharetra ac. Vestibulum viverra.",5,3,2,"","","","","Dissonance_no_write",5,2,2
"360","Exp1First",3.33333333333333,9,8,7,2,8,5,7,1,3,NA,NA,NA,4.9375,4.16666666666667,4.5,2,13,34,1,"Venenatis eu et? Praesent. Nunc. Pretium nunc ut per curabitur, diam ridiculus faucibus.","Egestas, placerat facilisis, donec vivamus. Erat lacus malesuada aliquam volutpat cursus dolorem eleifend pede imperdiet.",2,7,7,"","","","","Dissonance_no_write",7,1,3
"361","Exp1First",3.16666666666667,6,4,6,2,2,3,NA,NA,NA,6,8,7,4.6875,3.58333333333333,6.5,5,4,8,4,"A elit magnis wisi urna commodo platea aliquet fusce praesent eget euismod amet lorem.","Luctus? Facilisi vivamus integer. Quis atque ligula aliquet pretium mauris. Sagittis suscipit.",2,1,2,"","","","","Dissonance_no_write",6,8,7
"362","Exp1First",2.83333333333333,4,5,7,8,8,6,5,9,3,NA,NA,NA,4.25,3.91666666666667,3,4,3,33,3,"Pellentesque duis convallis purus praesent platea risus pellentesque elementum ut enim duis faucibus nullam! Suscipit.","Fermentum interdum arcu commodo natoque non. Iaculis platea placerat a placerat nonummy.",5,6,4,"","","","","Dissonance_no_write",5,9,3
"363","Exp2First",2.83333333333333,9,8,7,7,1,5,NA,NA,NA,2,6,1,3.9375,4,2,3,5,80,4,"Facilisis? Molestie! Imperdiet augue rhoncus. Sed. Mauris per eleifend! Luctus posuere quam et aliquam.","Sed erat odio interdum natoque! Platea, curabitur ultrices facilisi. Proin maecenas lorem facilisi mi ultrices.",4,6,4,"","","","","Dissonance_no_write",2,6,1
"364","Exp2First",3,7,3,9,2,2,1,9,6,2,NA,NA,NA,4.5625,4,3,4,6,78,4,"Sollicitudin morbi nullam, platea et eleifend ut consequat viverra mauris.","Phasellus magna porta, eleifend ullamcorper purus aenean. Culpa ultricies et maecenas.",6,1,3,"","","","","Dissonance_no_write",9,6,2
"365","Exp1First",3,1,1,5,3,5,4,1,7,2,NA,NA,NA,4.4375,4.08333333333333,3,7,6,69,2,"Et! Tempor tempor urna ullamcorper! In sit faucibus suscipit atque? Duis phasellus vulputate placerat faucibus.","Et sollicitudin dolor? Porta. Diam! Orci natoque mattis. Augue etiam cras quis? Posuere.",4,7,7,"","","","","Dissonance_no_write",1,7,2
"366","Exp2First",3,4,5,4,9,8,9,3,8,7,NA,NA,NA,4.1875,4.33333333333333,4,8,5,6,3,"Ullamcorper nibh amet. Scelerisque platea? Dolorem nec augue integer per. Accumsan? Arcu.","Fringilla euismod morbi posuere pellentesque vitae ab. Orci odio ante pretium. Donec tempus vulputate.",2,6,2,"","","","","Dissonance_no_write",3,8,7
"367","Exp2First",3.16666666666667,8,2,7,7,5,8,4,4,4,NA,NA,NA,3.875,3.83333333333333,1.5,5,8,36,3,"Risus quis scelerisque nibh est! Facilisi! Vivamus at vivamus sed dictumst.","Porttitor enim. Etiam velit. Gravida ultrices suscipit! Vehicula ultrices ac accusamus mattis.",4,5,2,"","","","","Dissonance_no_write",4,4,4
"368","Exp2First",3,2,2,6,6,5,5,NA,NA,NA,8,7,8,3.75,3.91666666666667,2,8,5,39,3,"Faucibus quam consectetuer! Etiam facilisi elit lectus aliquam. Praesent luctus nonummy! Nonummy aliquet ultrices.","Curabitur placerat, orci suspendisse temporibus bibendum ab sodales sapien vitae malesuada accumsan diam, consectetuer consequat.",2,2,7,"","","","","Dissonance_no_write",8,7,8
"369","Exp1First",3.33333333333333,1,5,9,1,2,6,9,9,7,NA,NA,NA,4.125,4.41666666666667,4,7,4,13,1,"Placerat. Porta non. Culpa vitae nec suspendisse scelerisque aliquam imperdiet vitae est.","Facilisi. Justo eget felis purus turpis aenean mauris laoreet culpa ridiculus iaculis iaculis. Convallis donec.",4,5,4,"","","","","Dissonance_no_write",9,9,7
"370","Exp2First",4.33333333333333,1,6,8,7,5,3,1,2,8,NA,NA,NA,4.3125,3.75,2.5,7,6,10,1,"Commodo dui primis eros ante? Pellentesque praesent morbi nonummy placerat luctus luctus mattis.","Euismod! Vestibulum a amet orci urna lacus laoreet, at id per felis magna. Tincidunt donec.",2,4,5,"","","","","Dissonance_no_write",1,2,8
"371","Exp1First",3.33333333333333,2,4,8,2,5,3,9,4,2,NA,NA,NA,4.625,3.41666666666667,1,6,6,96,2,"Risus gravida tempor posuere imperdiet. In, ligula sem nulla. Praesent posuere nec.","Magna amet nullam ipsum. Nibh tortor eros fermentum accusamus? Volutpat turpis, quis euismod suscipit.",3,7,4,"","","","","Dissonance_no_write",9,4,2
"372","Exp2First",2.83333333333333,3,8,2,4,9,6,NA,NA,NA,6,4,8,3.9375,3.58333333333333,3.5,3,4,42,2,"Temporibus? Diam sem dui suscipit lectus. Euismod porttitor! Mattis dictumst! Turpis non accumsan, rutrum.","Turpis elementum accumsan accusamus. Ab urna vitae nec viverra. Sodales nulla! Nec.",6,5,4,"","","","","Dissonance_no_write",6,4,8
